tweet,sentiment
ብልፅግና  ወይም  ብልግና  ከኢዜማ  ወይም  ግም-ዜሮ  የተለየ  አይደለም!  አብይ  አህመድም  ሆነ የግም-ዜሮ ካድሬዎች በአለፉት  2  አመታት  ብቻ በፈፀሙት ወንጀለኞች  ብቻ ዘብጥያ  የሚወርዱ   ናቸው!,neutral
 ማንኛውም ስራ የሚሰራው በሀላፊነትና በተጠያቂነት ነው ውሸት ነው የሚል አካል መክሰስ ይችላል።ይህን መረጃ ያወጣው አካል  በኢትዮጵያ ቢሮ ያለው የተመዘገበና የሚታወቅ ድርጅት ነውእየመጣህ ለመኮመት አትቸኩል ድርጅቱም የሰጠው ማስተባበያ ተለጥፏል,positive
 መልካም የጌታ ልደት ለእርስዎም የተከበሩ ፕሬዜዳንት።,positive
"ethiopian good news - እንኳን ደስ አላቹ ሰውዬው ጃዋር  ልክ ሊገባ ነው ከአውሮፓ የምስራች ትሰምቷል 
 via ",neutral
 አዎ ግን ከበአል በፊት መድረስ አልቻልኩም። ጉርሻዉን .......ፃ! ,neutral
ስለ ኢትዬጵያ ኦነግ ሲነዛው ከኖረው ፕሮፓጋንዳና አሁን አሁን አህመዲን ጀበል በሀይማኖት ስም ከሚለቀው ውሸት መካከል ምን ልዩነት አለ? በብሄር ሞክረው ያልተሳካላቸውን አማራን የመምታት የፖለቲካ ሴራን አሁን ደሞ በሀይማኖት ጭንብል ነው የመጡት!,negative
"አሁን አሁን : 

- ከፍታው ቀርቶብን በቅጡ ዝቅታችንን እንኑረው 
- መከባበሩ ቀርቶብን በአግባቡ እንዋረድ 
- መፍቀሩ ቀርቶብን በቅጡ እንጠላላ
- ሰላሙ ቀርቶብን ቀውሳችን ይቅለልልን
- አንድነቱ ይቅርብን ና ልዩነታችን በቅጥ ይሁን ::",neutral
" የወንድ ቆንጆም ምርጥ ስራ ነው፤ ውሸታምን ጊዜ ወስደህ ስማው።

የሰቀላት እኮ የመጀመሪያ አልበሟ ገበያ ላይ አዲስና ምርጥ ሳውንድ ይዞ መምጣቱ ነው(በዚህ ተስማምተናል?)። አውርደን ለመዘርጠጥ(ከወይሶ ጋር ለማወዳደር) ቀጣይ አልበሟን ብንጠብቅስ??",positive
ከዚያም ባሻገር የገጠር መሬቶችና የተፈጥሮ ሀብቶች ለምን እንዲያምሩ አይደረግም? ከሺዎች በላይ በሚሊዮን የሚቆጠሩ ወጣቶች የስራ እድል ያገኛሉ።  የሚከፈላቸው ብር ነው፣ ዶላር አይደለም። ከ10 አመት በኋላ ሀብት፣ እንጨትና ወረቀት ፋብሪካዎች ወዘተ! ,neutral
"የአንድ ሀገር ጠንካራ ብሄራዊ ቡድን መሰረቱ  ጠንካራ ክለቦች ናቸው ። ከእግር ኳስ ክለቦቻችን አንዱ የሆነውን ፋሲል ከነማን በመርዳት ለጠንካራ ብሄራዊ ቡድን መሰረት እንጣል!

",positive
  gebissa odda የመሸታ ቤት ብልግናህን twitter ላይ ይዘህ መቅረብ የለብህም ስለትራፊክ ሲነሳ ከነፍጠኛው ጋር ምን አያያዘው? አስር ጊዜ ነፍጠኛ የሚል ሰው ንፍጣም የሆነ ሰው ነው የደንቆሮ ለቅሶ አደረከው ከጊዜው ጋር ዘምን አትጃጃል,negative
"""ገዳ የወደፊቱ የፖለቲካ ስርአት መሆን ይችላል"" ፕሮፌሰር አስመሮም ለገሰ ",neutral
ታህሳስ 21፣2012/ ስራ ላይ የነበረው የብሄራዊ ደህንነት እና የውጭ ግንኙነት ፖሊሲ የሀገሪቱን ወቅታዊ ሁኔታ ከግምት ያስገባ የብሄራዊ ደህንነት ፖሊስ እንዲሆን እየተሰራ ነው መባሉን ሰምተናል ,neutral
"ፀረ አማራው ብአዴን የአማራ ወጣቶች ማህበርን ከስሷል።የብአዴን ተላላኪ ሆኖ የቆዬው የወጣቶች ሊግ እኔ እያለሁ አዲሱ ማህበር መመስረት የለበትም ብሎዋል።
ብአዴን የአማራ ህዝብ ጠላት! ",neutral
 ደሞ ጨመረ ይላል እንዴ,negative
" በዘረኛ  ሆኖ በተዳከመ አቅም ልወጡ የማይችሉትን ትርፍ አልባ ድካም እንደ ትልቅ የህዝብ አደራ እየቆጠሩ  በ""ሀላፊነት"" ስም ብቻ; የህዝብ ውክልና ስለመኖሩ እርግጠኛ ሳይኮን ስላማዊውን ህዝብ ማወክ ጤንነት አይደለም።
አዲስ አባ የሁሉም ናት።",neutral
ሳያጠፉ ማልማት የማይችሉ የበዙባት ሀገር። ,negative
የብልፅግና ፓርቲ ስራ አስፈፃሚ ኮሚቴ የመጀመሪያ ስብሰባውን በዛሬው እለት እያካሄደ ነው።,neutral
 እኔን። ሌላ ምን ይባላል።,neutral
"ቆይ አሁን እውነቱን እንነጋገር ከተባለ
rift valley መማር
.
አልባሌ ቦታ ከመዋል በምን ይተናነሳል ",negative
rt  የመንግስት ተቀዳሚ ተግባሩ የዜጎችን ደህንነት ከጥጋበኞችና ከስርአት አልበኞች መከላከል ነው።ይህን መሰረታዊ ተግባር መፈፀም የማይችል መንግስት የሰፈር ጥጋበኛ መጫወቻ ነው የሚሆነው።በአንድ ሀገር ላይ…,negative
"ውድ ወገኖቼ:— 

ከዚህ በታች ያለው የፌስቡክ ገፄ ስለተጠለፈ ለማዘጋት ሪፓርት በማድረግ እንድትተባበሩኝ እጠይቃለሁ።

አመሰግናለሁ! ",positive
     በመምሰል እና በመሆን መሀል ልዩነት አለ። ላንዳንድ ሰዎች የመጀመሪያው በጣም አስፈላጊ ነው apparently. መልካም ምሽት,positive
" ""በኢትዮጵያ የሀገር መከላከያ ሚንስትር ለማ መገርሳ የተመራ ከፍተኛ የልኡካን ቡድን የኢትዮጵያ እና የአሜሪካንን የሁለትዮሽ የመከላከያ ትብብር ለማጠናከር ዛሬ ጠዋት ዋሽንግተን ዲ.ሲ. ገብተዋል:: #ethiopia ""
.
.
.
.
what about now?",positive
rt  በኦሮሞ ወግ/ባህል/ቐንቓ ተወልደው/አድገው ኦሮሞ ከሆኑት ይልቅ በከፊሉ/ሙሉ ለሙሉ ከኦሮሞ ማህረሰብ ውጪ ተወልደው/አድገውና ኖረው/አየኖሩ ዛሬ ከጊዜ በሀላ የኦሮሞታጋዮች ሳይሆኑ አጋዳላዮች የሆኑ…,negative
የቡድን ማንነትን እና መብቶችን በተመለከተ የሰላ ጥያቄ በማቅረብክ ደስ ብሎኛል! ለዚህም ድግሞ የ critical race theoryን ፍሬሞርክ በተወሰናነ ደረጃ  መጠቀምክ የጥቁር ሰዋችን ትግል ከአጠቃላይ የቡድን ማንነቶች ጋር እገናኝቶታል! አሪፍ ነው  ,positive
 ያው ታክሲ ውስጥ ምናምን ማለቴ ነው- ልክ ሳንፈልግ ጆሲን እንደምንሰማው,neutral
"ሚኒሶታዎች እናመሰግናለን ድል ለዲሞክራሲ  
ድል ለኢትዮጵያ 
#እስክንድር2020  ",positive
 ለምን አብሮ ሲያጨበጭብ ከረመ ግልፅ ካልሆነለት ?,negative
  ጥሩ ቀማሽ ነው ለማለት ነው,positive
"rt  ብአዴን የሚባል የጠላት ፍጥረት ""የአማራ"" የተባሉ ""ተቋማትን"" እና ""ድርጅቶችን"" ለመጥለፍ እና ለማዳከም የሚያጠፋውን ጉልበት በሌሎች ተቃራኒ ተሰላፊዎች ላይ ቢያውል የት በደረሰ ነበር!!…",negative
ቅድመ ዳሰሳ | ቅዱስ ጊዮርጊስ ከ ድሬዳዋ ከተማ ,neutral
 ሰላም ዶ/ር አብይ  ግን ምነዉ አልክ የኛን የሙስሊሞችን ጉዳይ ምንም አታመጡም ነዉ ወይስ ንቀት ነዉ ዳንኤል ክብረትን ካጠገብህ አርቅልን በአማራ ክልል በአንድ ለሊት ብቻ 4መጂዶችና እየተመረጡ የሙስሊም ንብረቶች ወድመዋል ቆይ ምን አስበህ ነዉ?ሀይ፣,negative
"ከሞጣው የተቀናበረ ጥቃት ጀርባ «የክልሉን መጅሊስ ሊያፈርሱ የሚንቀሳቀሱ» ሙስሊሞች መኖራቸውን እና ለሚወሰደው እርምጃም ህዝቡ በጥቆማ እንዲተባበር ጠይቀዋል። ይገርማል! 

 ተጠቂዎቹም ተዘራፊዎቹም ሙስሊሞች ናቸው፤ ",neutral
"የሌባ አይነ ደረቅ መልሶ ልብ ያደርቅ! 

መጀመሪያ ዙሪያዎን ብቻ ሳይሆን ውስጦትን ይመርምሩ። ው.ስ.ጦ.ት.ን! ",negative
rt  አሁን ያለሁበት ታክሲ የሚካያን ዘፈን እስከሚከፍተውድረስ ይሄን ያህል ዘፈኗ እንደናፈቀኝ አላወቁም ነበር  ነፍሷን በገነት ያኑርልን ,neutral
"ሀገሬን የሚረዳ ጥናት ላካሂድ ባልኩት ስድብ??? እኮ ስድብ??

ኢትዮጵያዬ እንደው መች ነው የሚያልፍልሽ? የሚያልፍልን?",neutral
  ይሄ የሁሉም አዲስ አበቤ እውነታ ነው!! ቢያንስ ወላጆቻቸው ወይም ከዚያ በላይ አዲሳባ ውስጥ የተወለዱ ወይም በልጅነታቸው የመጡ ናቸው። ስለዚህ ልጆቻቸው ከአዲሳባ ውጪ ቤቴ፣መኖሪያዬ የሚሉት የላቸውም።so defending the city is a matter of survival!,neutral
ጠ/ሚኒ ዶ/ር አቢይ በደቡብ አፍሪካ ለሚገኙ ኢትዮጵያውያን ያስተላለፉት መልእክት ,positive
"  አህያውም ፈርቶ ዳውላውን አለ፤
ገንዘብ ብቻ ያለው ይማር ከሆነ፣ ችግሩን 
ፈጣሪውቹ ራሳቸው ፖለቲከኞቹ ነጋዴዎቹ እንደሆነ ግልፅ ነው:: ገንዘብ ከፈላው ከብሄር ጥቃት ያድን እንደሆነ የሚታይ ይሆናል::",neutral
 በሱ አስተሳሰብ እና አሰራር 1 አመት መኖር አቅቶናል ጭራሽ 50 ና 60 አመት፣ አለማወቁን እንኳን አላወቀም,neutral
  ጥፋ ከዚህ ሰው በላ አውሬ ጥንብ ዘረኛ,neutral
 '....አይቼው' ለካ የሰው ስም ነው ,neutral
ኩላሊት፣ ጉበት፣ ልብ፣ ሳንባ እና ሌሎችም የሰውነት አካላት ከለጋሾች ሰውነት ከወጡ በኋላ ወደ ታካሚው ገላ እስከሚገቡ ድረስ ያለው ቆይታቸው ጥያቄን ይፈጥርብዎታል? በዚህ ፅሁፍ መልሱን ያግኙ  ,neutral
"""አንዳንድ ፓርቲዎች ቢሮ የላቸውም በአየር ላይ ናቸው""
ሶሊያና ሽመልስ",neutral
ምንም አዲስ ነገር የለም....ሆዜ ያው ነው!,neutral
 ጉድ በል ብቻ,negative
 አሜን ውዴ,positive
አዳዲስ ተከታዮችን ለማግኘት ይህንን የሚወዱትን ሁሉ ተመልሰው የሚመልሱትን ይከተሉ።,positive
  አይ አለመተዋወቅ  ከአንድ ታላቅ ሴሌብሪቲ ጋር እንደነበርክ እንኳን አታውቅም,negative
"መፈራት ያለብህ አንተ ብቻ
መወደስ ያለብህ አንተ ብቻ
እልሀለው ዛሬም እኔም ቆሜ
አንተው በሰጠኸኝ ዘመንና ቅኔ
ልኡል ሆይ ማደሪያህ ይባረክ
 ",positive
"        እንግዲህ ከአሁኑ እንጀምር
'እዚህ ቤት ደረቅ እንጀራ አለ' አትበሉ
'እዚህ ቤት ለምለም እንጀራ' አለ በሉ",neutral
"እለት እለት አስደንጋጭ እየሆነ የመጣው አሰቃቂው የትራፊክ አደጋ መፍትሄው ምንድን ነው?

ወጥቶ በሰላም መግባት ህልም እየሆነ እኮ ነው

በቀን በቀን የሚሞቱን ወገኖቻችን ብዛት ጆሮን ጭው የሚያደርግ ነው።",negative
 አረ ይሄ ነገር እንዴት ነው ነገሩ.. የምን እርኩስ መንፈስ ነው...,negative
ማዘር ዶሮ ልትገዛ ሄዳ 500 ብር ሲላት እንዴ ዶሮዋን ወጥ እንጂ ራይድ ልሰራባት አይደለም እኮ አለችው።,neutral
 ኧረ እነሱ እንኳን በጥምረታቸው ይቀጥሉበት ተዋቸው,positive
 በ 2020 ተስፋ አለን እኔም ሴት ልጅ እፈልጋለሁ ,positive
  ሌላ የለህም .......  ደነዝ,negative
በአገሪቱ የንግድ እንቅስቃሴ ፍትሀዊ በሆነ ውድድር እንዲመራ ባለመደረጉ አገር ተገቢውን ቅም እንዳታገኝ፣ ሸማቹም ህብረተሰብ ለጉዳት ሲዳረግ ይታያል፡፡ 2/4,neutral
"የ 2020  ትልቁ  ስድብ  ""ኢዜማ""  አይርሱ  !  ኢዜማ  ከምንባል  አደርባይ  ብንባል  ይሻል  ነበር የሚሉ  ሰዎች  እየበዙ  ነው!",neutral
"የኛው ጅላንፎ ደግሞ ጎትቶ የካዝናው ቁልፉን ሰጣቸው::

fyi- ከአብይ በላይ ኢትዮጵያ ውስጥ ኦፕሬት የሚያረጉ የሲአይኤ ኤጀንቶች ስለ ኢትዮጵያ ህዝብ ሚስጥር ሁሉም ያውቃሉ:: ",neutral
 ከብት በእጁ እጅ አለው ብዬ አስቤ ማለት ነው ሳር እንጂ የሰው ተስፋ ይዞ አያውቅም።,negative
ስለምርጫ አንዳንድ ነገሮቸ ከአንድአፍታዎች ጋር ለአንድአፍታ ከስብሰባ ተናትቤ ያወራኋቸው ነው - ተጋበዙ ;) ,neutral
"#አሳዛኝ ዜና
የቤኒሻንጉል ጉሙዝ ክልል ምክር ቤት የከተማ ልማት፣ ንድግ፣ ኢንዱስትሪ ትራንስፖርትና የፋይናንስ ጉዳዮች  ኮሚቴ ሰብሳቢ ክቡር አቶ አብዱልሀይ ሶጃር ዛሬ ከጠዋቱ 1:30 ወደ ነቀምት ለስራ እየሄዱ እያለ በኦነግ ሸኔ ተገደሉ።  ",neutral
  ከአቀንቃኝነት ወደ አናቂ ቢሸጋገሩ ደግሞ የበለጠ ጥሩ ማስተካከያ ይወጣው ነበር።,negative
"አሁን ነው የራስን አገጭ መያዝ
ለፎቶ ከመገልጨጭ",neutral
 እረ ቻይና ነው ሚመለው እኮ ... ለነገሩ ሀገሩ በሙሉ በዱቤ ወስደውታል ለካ,neutral
"ፈጣሪያችን ሆይ በአውስትራሊያ ያሉትን ፍጥረታት ዝናቡን ልከ ከሞት ስለታደክ እናመሰግናለን።
አንተ ሁሉን ቻይ፡ የሁሉ አምላክ ነህ።",positive
  ጓድ ዮነታን፣  የጉዳዮን አሳሳቢነት ቸል ለማለት የሚያደርጉት ጥረት በርካታ አብዮተኛ እናቶች እና ልጆች ላይ የሚያደርሰውን ጉዳት የተገነዘቡት አይመስለኝም! ,neutral
"አብዛኞች የአማራ ክልል ባለስልጣናት ኑሮዋቸው አዲስ አበባ ነው።
የክልሉን ስራ ሚሰሩት በአውሮፕላን እየተመላለሱ ነው።",positive
እርግጠኛ ሆኘ መናገር የምችለው ጭቆናና መብትን ካንተ ባልተናነሰ ጠንቅቄ እንደምረዳ ነው። አይ ያንተን መጨቆን እኔና ኢብራሂም ካንተ በላይ እናውቃለን የምትለኝ ከሆነ ስቄ ባልፈው ነው የሚሻለኝ። ,neutral
"#ትዝብት 
ምእመናን አስቀድሰው ሲወጡ ሆን ብለው ከቤተክርስቲያን አቅራቢያ ጠብቀው እያስቆሙ ጌታ ይወዳችኋል; የሚነበብ እንስጣችሁ እያሉ ምእመናንን የሚተናኮሉ ሰዎች ከድርጊታቸው ሊቆጠቡ ይገባል። 
#ኦርቶዶክስ ለዘላለም ትኖራለች 
 ",neutral
   ምድረ ቀጣፊ ካድሬዎች .... እንደ ድሮ መሆን ሲቀር ጫና አድርገው ቆጠሩት ?! እንደ ወያኔማ ቢኮን ኖሮ ማሰናበት ነበር .... ወያኔ ካህዲዎች!!,negative
 እናተ አዎ ገና ምን አይታችሁ,neutral
 ቀይ-ባህር ፈልገው የጠፉ ብዙዎች ናቸው: አንተ ከፈለግ ወደ ኤርትራ ሂድ እና ሞክረው:: አባትህ እዛ እንደ ቀረ አንተንም ትቀራለህ:: ለኤርትራውያን አንድ እንድንሆን ስለ አረግከን ግን በጣም እእናመሰግናለን:: ቀይ-ባህር ምን ግዜ የአማራ ሆኖ አያውቅም::,negative
"በአክሱም የህዳር ፅዮን ማርያም አከባበር ቀጥታ ስርጭት 
",neutral
" ስለዚህ የተከበሩ ጠ/ሚንስትራችንን ወደፊት ለ አላህ ይርዳዎት ፤የአ/ሳ ግድብ ለመጀመሪያ ጊዜ ለአነስተኛ ሀይል ማመንጫ ተብሎ በደ
.አ.አ በጣሊያኖች የተሰራ ሲሆን  የአ.አ ከተማ ወንዞች የክረምት ጎርፍና የበጋ ወቅት የውሀ  የሚጠራቀምበትቦታ ነው",positive
"  †††    †††
††† ሳታቋርጡ ፀልዩ፣ በሁሉ አመስግኑ  †††
††† 1ኛ ወደ ተሰሎንቄ ሰዎች 5:17-18 †††
አሜን
አሜን
አሜን",neutral
ቀጥሎ መሞከር የሚፈልገው ማን ነው ርቀተስበ ባላባ ነጠለሰየ ድንአከ ጓደኞቼ አይደሉም ልያታይ ጥስው ዶረበ ፅርቅ ድንአ,neutral
